apk,color,fuel,history,make,mileage,model,owners,power,price_euro,seller,transmission,weight,year,predicted_label
Mar/27,Zwart,Elektro/Benzine,Ja,Toyota,112998,C-HR,1,,19900,Autobedrijf,Automatisch,1395,Dec/19,5
Feb/26,Blauw,Elektro/Benzine,Ja,Toyota,148365,C-HR,1,72,17990,Autobedrijf,Automatisch,1395,Mar/19,0
Nieuw,Blauw,Diesel,Ja,Toyota,171495,Land Cruiser,2,130,38640,Autobedrijf,Automatisch,2155,Mar/18,0
Oct/25,Zwart,Stroom,Ja,Toyota,158812,Corolla,,90,17900,Autobedrijf,Automatisch,1265,Sep/19,0
Nieuw,Grijs,Elektro/Benzine,Ja,Toyota,152925,C-HR,4,,17750,Autobedrijf,Automatisch,1395,Oct/17,0
Nieuw,Bruin,Elektro/Benzine,Ja,Toyota,155558,RAV 4,1,145,21950,Autobedrijf,Automatisch,1665,Jul/18,5
Nieuw,Wit,Elektro/Benzine,Ja,Toyota,162982,RAV 4,,160,28945,Autobedrijf,Automatisch,1565,Nov/19,5
Apr/27,Wit,Stroom,Ja,Toyota,153832,RAV 4,1,131,28700,Autobedrijf,Automatisch,1555,Dec/19,5
Nieuw,Wit,Elektro/Benzine,Ja,Toyota,160766,Auris,,100,14950,Autobedrijf,Automatisch,1310,Dec/17,5
Feb/26,Grijs,Stroom,Ja,Toyota,158052,C-HR,,90,17850,Autobedrijf,Automatisch,1395,Feb/18,5
Nov/25,Grijs,Benzine,Ja,Toyota,171005,Verso,1,108,15950,Autobedrijf,Handgeschakeld,1405,Dec/16,5
Nieuw,Zwart,Stroom,,Toyota,172487,Camry,,160,24950,Autobedrijf,Automatisch,1570,Sep/19,3
Sep/25,Wit,Benzine,Ja,Toyota,163286,Yaris,,51,8950,Autobedrijf,Handgeschakeld,955,Feb/18,0
Aug/25,Blauw,Benzine,Ja,Toyota,168850,Aygo,,51,5945,Autobedrijf,Handgeschakeld,830,Aug/15,0
Sep/26,Zwart,Stroom,,Toyota,155136,Auris,,100,14640,Autobedrijf,Automatisch,1310,Sep/18,0
Aug/25,Grijs,Benzine,Ja,Toyota,154894,Auris,,85,12450,Autobedrijf,Handgeschakeld,1180,Aug/17,0
Nieuw,Blauw,Benzine,Ja,Toyota,163187,Auris,,73,8995,Autobedrijf,Handgeschakeld,1125,Aug/16,0
,Zwart,Benzine,Ja,Toyota,172345,Aygo,2,51,6000,Particulier,Handgeschakeld,,Jan/15,0
Nieuw,Zwart,Elektro/Benzine,Ja,Toyota,132290,RAV 4,2,160,29685,Autobedrijf,Automatisch,1565,Jan/20,5
Nieuw,Grijs,Elektro/Benzine,Ja,Toyota,137722,RAV 4,,160,32945,Autobedrijf,Automatisch,1580,Mar/22,5
,Wit,Elektro/Benzine,,Toyota,125041,RAV 4,,163,32900,Autobedrijf,Automatisch,1635,Jan/22,0
Nieuw,Wit,Elektro/Benzine,Ja,Toyota,151950,Prius,1,90,15945,Autobedrijf,Automatisch,1350,Jul/16,5
Apr/27,,Stroom,,Toyota,133840,Proace,,100,16990,Autobedrijf,Automatisch,2028,Apr/21,0
Apr/27,Wit,Stroom,Ja,Toyota,128785,RAV 4,1,131,31795,Autobedrijf,Automatisch,1610,Nov/20,5
Mar/27,Rood,Elektro/Benzine,Ja,Toyota,139147,Corolla,,112,20445,Autobedrijf,Automatisch,1345,Jan/20,0
,Zwart,Diesel,Ja,Toyota,136696,Proace,2,90,16950,Autobedrijf,Automatisch,1745,Jan/20,0
,Zwart,Elektro/Benzine,Ja,Toyota,98090,RAV 4,,131,29950,Autobedrijf,Automatisch,1565,Dec/21,0
Sep/25,,Diesel,Ja,Toyota,151142,Proace,,90,21700,Autobedrijf,Handgeschakeld,1745,Nov/20,0
Nieuw,Wit,Elektro/Benzine,Ja,Toyota,144544,Corolla,2,90,19245,Autobedrijf,Automatisch,1260,Feb/20,5
,Zwart,Diesel,,Toyota,157057,Land Cruiser,,150,29950,Autobedrijf,Handgeschakeld,2150,Feb/21,5
Nieuw,Wit,Benzine,,Toyota,38036,Yaris,,82,17450,Autobedrijf,Handgeschakeld,1020,May/20,0
Jan/26,,Diesel,,Toyota,151994,Proace,1,106,14500,Autobedrijf,Handgeschakeld,1667,Jan/22,0
,Grijs,Elektro/Benzine,,Toyota,46473,Corolla,,80,23888,Autobedrijf,Automatisch,1345,Feb/21,0
,Wit,Diesel,,Toyota,164819,Proace,1,75,9500,Autobedrijf,Handgeschakeld,,Mar/21,0
Nov/25,Zwart,Elektro/Benzine,Ja,Toyota,157170,Corolla,2,,24900,Autobedrijf,Automatisch,1345,Feb/20,0
Nieuw,Rood,Elektro/Benzine,Ja,Toyota,171740,C-HR,2,135,19995,Autobedrijf,Automatisch,1460,Mar/20,5
Apr/27,Grijs,Elektro/Benzine,,Toyota,152079,Corolla,,72,16845,Autobedrijf,Automatisch,1320,Mar/21,0
Feb/27,Blauw,Elektro/Benzine,Ja,Toyota,160309,RAV 4,,131,26945,Autobedrijf,Automatisch,1580,Feb/21,0
Nieuw,Wit,Diesel,,Toyota,156994,Proace City,,75,7399,Autobedrijf,Handgeschakeld,1295,Feb/21,0
,Grijs,Elektro/Benzine,Ja,Toyota,66967,Auris,,73,10995,Autobedrijf,Automatisch,1355,May/11,0
Nieuw,Wit,Benzine,,Toyota,61683,Yaris,,51,8950,Autobedrijf,Handgeschakeld,945,Jan/14,0
Nieuw,Rood,Benzine,Ja,Toyota,68026,Aygo,,50,6450,Autobedrijf,Handgeschakeld,780,Jan/14,0
Sep/25,Blauw,Benzine,Ja,Toyota,74982,Aygo,2,50,4999,Autobedrijf,Handgeschakeld,780,Sep/12,0
,Grijs,Benzine,,Toyota,75070,Verso-S,,73,8495,Autobedrijf,Handgeschakeld,1055,Apr/12,0
Nieuw,Grijs,Elektro/Benzine,Ja,Toyota,151598,Yaris,2,85,17445,Autobedrijf,Automatisch,1060,Jan/21,5
Jul/25,Grijs,Benzine,Ja,Toyota,52615,Yaris,,73,7500,Autobedrijf,Automatisch,1015,Mar/11,0
Nieuw,Beige,Benzine,Ja,Toyota,53214,Yaris,,73,8250,Autobedrijf,Handgeschakeld,1015,Mar/11,0
Nieuw,Wit,Elektro/Benzine,Ja,Toyota,69986,Yaris,6,55,11950,Autobedrijf,Automatisch,1060,Oct/12,5
,Zilver,Benzine,Ja,Toyota,78350,Verso-S,1,73,9450,Particulier,Automatisch,,Jan/14,0
,Zilver,Benzine,Ja,Toyota,78350,Verso-S,2,73,8950,Particulier,Automatisch,,Jan/14,0
Dec/25,Wit,Benzine,Ja,Toyota,57101,Aygo,5,54,14999,Autobedrijf,Automatisch,835,Dec/21,0
Dec/25,Wit,Benzine,Ja,Toyota,67768,Aygo,3,54,10450,Autobedrijf,Handgeschakeld,830,Dec/21,0
Oct/26,Groen,Stroom,Ja,Toyota,64431,Corolla,,72,22444,Autobedrijf,Automatisch,1345,Oct/22,0
Mar/27,Bruin,Benzine,,Toyota,50447,Aygo X,,53,16445,Autobedrijf,Handgeschakeld,925,Mar/23,5
Nieuw,Zwart,Stroom,Ja,Toyota,63435,Corolla,,90,21950,Autobedrijf,Automatisch,1345,Aug/22,5
,Zilver,Benzine,Ja,Toyota,76889,Yaris,3,93,16949,Autobedrijf,Handgeschakeld,1015,Oct/21,0
Nieuw,Wit,Elektro/Benzine,Ja,Toyota,58624,Corolla,1,93,23945,Autobedrijf,Automatisch,1345,Mar/21,5
,Grijs,Elektro/Benzine,,Toyota,57981,Corolla,,135,24900,Autobedrijf,Automatisch,1345,Feb/21,1
Feb/26,Grijs,Benzine,Ja,Toyota,168927,Yaris,,64,4245,Autobedrijf,Automatisch,910,Oct/05,0
,Blauw,Benzine,Ja,Toyota,171774,Aygo,,50,3695,Autobedrijf,Handgeschakeld,805,Feb/09,0
Sep/25,Grijs,Benzine,,Toyota,157373,Corolla,,81,5900,Autobedrijf,Handgeschakeld,1135,Jan/06,1
Jun/25,Blauw,Benzine,,Toyota,153107,Corolla,4,82,4900,Autobedrijf,Automatisch,1165,Aug/03,0
Nov/25,Zwart,Benzine,Ja,Toyota,153541,Corolla Verso,4,82,3550,Autobedrijf,Handgeschakeld,1175,Dec/03,0
Jul/25,Zwart,Benzine,,Toyota,171408,Yaris,5,65,1748,Autobedrijf,Handgeschakeld,860,Jul/03,0
,Grijs,Elektro/Benzine,Ja,Toyota,174056,Prius,4,,6700,Autobedrijf,Automatisch,1275,Aug/08,0
Apr/26,Blauw,Benzine,,Toyota,170500,Yaris,,63,2450,Particulier,Handgeschakeld,860,Mar/02,0
Jan/26,Rood,Benzine,Ja,Toyota,125474,Yaris,1,74,11950,Autobedrijf,Automatisch,1025,Apr/16,0
Nieuw,Zwart,Benzine,Ja,Toyota,161303,Aygo,,50,3500,Autobedrijf,Handgeschakeld,795,Jun/07,0
Apr/26,Wit,Stroom,,Toyota,133172,RAV 4,,114,21950,Autobedrijf,Automatisch,1665,Apr/18,0
Mar/26,Grijs,Diesel,,Toyota,149223,Proace,,130,21950,Autobedrijf,Automatisch,1770,May/17,5
Jan/26,Rood,Stroom,,Toyota,139387,C-HR,,90,18900,Autobedrijf,Automatisch,1395,Jan/18,0
Nieuw,,Diesel,,Toyota,141966,Proace,,94,9900,Autobedrijf,Handgeschakeld,1695,Feb/16,5
Nieuw,Grijs,Stroom,,Toyota,104287,RAV 4,,145,22999,Autobedrijf,Automatisch,1665,Nov/16,4
Apr/26,Wit,Benzine,Ja,Toyota,132015,Aygo,,51,8900,Autobedrijf,Handgeschakeld,830,Apr/16,5
,Blauw,Benzine,Ja,Toyota,151053,Yaris,,64,4450,Autobedrijf,Handgeschakeld,995,Apr/08,0
,Grijs,Benzine,,Toyota,133251,Yaris,,54,13990,Autobedrijf,Automatisch,1060,Jan/17,0
Nieuw,Grijs,Elektro/Benzine,Ja,Toyota,128208,RAV 4,,114,20750,Autobedrijf,Automatisch,1600,Jan/17,0
Feb/26,Wit,Benzine,,Volkswagen,95561,Polo,,66,8840,Autobedrijf,Handgeschakeld,1002,Sep/12,0
Jul/25,Blauw,Benzine,Ja,Volkswagen,4842,Polo,2,71,13495,Autobedrijf,Handgeschakeld,1011,Jul/17,0
Dec/25,Wit,Benzine,,Volkswagen,158650,Polo GTI,,132,9950,Autobedrijf,Automatisch,1169,Jan/11,0
Nieuw,Wit,Benzine,Ja,Volkswagen,87003,Golf Variant,,132,19890,Autobedrijf,Automatisch,,May/17,0
Nieuw,Zwart,Elektro/Benzine,Ja,Volkswagen,210106,Golf GTE,,150,10999,Autobedrijf,Automatisch,1499,Nov/15,0
,Grijs,Benzine,,Volkswagen,41820,Golf,,110,25900,Autobedrijf,Handgeschakeld,1246,May/23,0
Jul/27,Wit,Diesel,Ja,Volkswagen,1049,Caddy,2,90,24800,Autobedrijf,Handgeschakeld,1468,Jul/24,0
Mar/27,Grijs,Benzine,Ja,Volkswagen,84277,Tiguan,,110,29995,Autobedrijf,Automatisch,1446,Mar/23,0
Apr/29,Grijs,Benzine,Ja,Volkswagen,875,Tayron,,110,59900,Autobedrijf,Automatisch,1839,Apr/25,5
Dec/27,Grijs,Diesel,Ja,Volkswagen,19,Caddy,2,90,33800,Autobedrijf,Automatisch,1488,Dec/24,0
Dec/27,Grijs,Elektro/Benzine,Ja,Volkswagen,16067,Passat Variant,2,160,44990,Autobedrijf,Automatisch,1653,Dec/23,5
Feb/28,Wit,Benzine,,Volkswagen,5000,Golf,,81,37450,Autobedrijf,Automatisch,1204,Feb/24,0
Oct/28,Grijs,Stroom,Ja,Volkswagen,12698,ID.4,1,210,48440,Autobedrijf,Automatisch,2049,Oct/24,5
,Blauw,Stroom,Ja,Volkswagen,12071,ID. Buzz,,150,47940,Autobedrijf,Automatisch,2380,Nov/23,5
,,Benzine,Ja,Volkswagen,15062,Golf,,96,37950,Autobedrijf,Automatisch,1250,Mar/24,0
,Zwart,Benzine,Ja,Volkswagen,3141,Tiguan,,110,51995,Autobedrijf,Automatisch,1516,Feb/25,0
Oct/28,Grijs,Elektro/Benzine,Ja,Volkswagen,12757,Tiguan,2,150,47900,Autobedrijf,Automatisch,1766,Oct/24,5
Jun/28,Grijs,Benzine,,Volkswagen,13058,Taigo,,110,32900,Autobedrijf,Automatisch,1192,Jun/24,0
Sep/27,Grijs,Benzine,,Volkswagen,15073,Taigo,,70,25400,Autobedrijf,Handgeschakeld,1117,Sep/23,0
Jul/28,Grijs,Benzine,,Volkswagen,19095,T-Roc,,110,38800,Autobedrijf,Automatisch,1258,Jul/24,5
Nieuw,Groen,Benzine,Ja,Volkswagen,8553,Taigo,,71,24445,Autobedrijf,Handgeschakeld,1117,Apr/24,5
,Grijs,Benzine,,Volkswagen,19979,Polo,,70,23750,Autobedrijf,Automatisch,1203,Feb/24,0
Apr/27,Wit,Benzine,Ja,Volkswagen,3879,up!,1,49,16850,Autobedrijf,Handgeschakeld,891,Apr/23,5
Jun/27,Grijs,Benzine,,Volkswagen,17134,up!,,48,15949,Autobedrijf,Handgeschakeld,891,Jun/23,1
,Zwart,Benzine,Ja,Volkswagen,14529,T-Roc,,110,35650,Autobedrijf,Automatisch,1258,Jan/24,0
,Zwart,Benzine,Ja,Volkswagen,11478,Polo,,71,28450,Autobedrijf,Automatisch,1096,Sep/24,5
Jun/28,Zwart,Benzine,Ja,Volkswagen,9151,T-Roc,,110,40900,Autobedrijf,Automatisch,1255,Jun/24,1
,Wit,Elektro/Benzine,,Volkswagen,17864,Passat Variant,,110,37790,Autobedrijf,Automatisch,,May/24,5
Jan/28,Grijs,Benzine,Ja,Volkswagen,8694,T-Cross,,81,29950,Autobedrijf,Automatisch,1190,Jan/24,0
Aug/28,Grijs,Benzine,,Volkswagen,11854,T-Roc,,110,37490,Autobedrijf,Automatisch,1258,Aug/24,0
,Blauw,Benzine,Ja,Volkswagen,11603,T-Cross,,81,28900,Autobedrijf,Automatisch,1190,Feb/24,5
May/27,Grijs,Benzine,Ja,Volkswagen,12991,T-Cross,3,82,29950,Autobedrijf,Automatisch,1190,May/23,5
Sep/27,Zwart,Benzine,,Volkswagen,13555,up!,,48,16249,Autobedrijf,Handgeschakeld,891,Sep/23,1
Nieuw,Grijs,Stroom,Ja,Volkswagen,1650,Golf GTE,,180,36900,Autobedrijf,Automatisch,1527,Dec/22,1
Feb/28,Zwart,Benzine,,Volkswagen,18150,Tiguan,,110,47449,Autobedrijf,Automatisch,1439,Feb/24,1
Feb/27,Wit,Stroom,Ja,Volkswagen,6997,ID.3,,150,27925,Autobedrijf,Automatisch,1713,Feb/23,5
Jun/27,Grijs,Benzine,Ja,Volkswagen,18054,Taigo,2,71,21900,Autobedrijf,Handgeschakeld,1117,Jun/23,5
Apr/28,Zwart,Benzine,,Volkswagen,13360,Taigo,,81,27950,Autobedrijf,Automatisch,1155,Apr/24,0
Mar/28,Zwart,Benzine,,Volkswagen,9656,T-Roc,,110,37800,Autobedrijf,Automatisch,1255,Mar/24,0
Sep/28,Wit,Benzine,,Volkswagen,7650,Polo,,70,29390,Autobedrijf,Automatisch,1104,Sep/24,0
,Groen,Stroom,Ja,Volkswagen,13129,ID. Buzz,,,47940,Autobedrijf,Automatisch,2380,Oct/23,5
Sep/27,Wit,Benzine,,Volkswagen,16473,up!,,48,15949,Autobedrijf,Handgeschakeld,891,Sep/23,1
Jun/28,Zwart,Benzine,,Volkswagen,16134,T-Roc,,81,36890,Autobedrijf,Handgeschakeld,1192,Jun/24,0
Nieuw,Grijs,Benzine,,Volkswagen,10969,Polo,,71,23925,Autobedrijf,Handgeschakeld,1065,Apr/24,5
May/28,Grijs,Benzine,,Volkswagen,12351,Taigo,,85,29900,Autobedrijf,Automatisch,1163,May/24,5
,Grijs,Benzine,Ja,Volkswagen,14726,Polo,,70,21950,Autobedrijf,Handgeschakeld,1065,Mar/24,0
Dec/27,Zwart,Benzine,Ja,Volkswagen,19454,T-Cross,,110,29900,Autobedrijf,Automatisch,1225,Dec/23,5
Nieuw,Grijs,Benzine,Ja,Volkswagen,19255,T-Roc,,110,39890,Autobedrijf,Automatisch,1255,Jun/24,0
Feb/29,Zwart,Stroom,,Volkswagen,6480,ID.7,1,210,53800,Autobedrijf,Automatisch,2095,Feb/25,5
Nieuw,Zwart,Benzine,Ja,Volkswagen,13432,Arteon,,235,53745,Autobedrijf,Automatisch,1683,Sep/23,5
Jan/27,Zwart,Benzine,,Volkswagen,14591,T-Cross,,81,28440,Autobedrijf,Automatisch,1190,Jan/23,4
May/27,Zwart,Benzine,Ja,Volkswagen,9917,Tiguan,,110,46945,Autobedrijf,Automatisch,1446,May/23,5
,Zwart,Benzine,,Volkswagen,1031,Tiguan,,110,49900,Autobedrijf,Automatisch,1516,Feb/25,1
Nieuw,Zwart,Elektro/Benzine,Ja,Volkswagen,17052,Passat Variant,,110,38445,Autobedrijf,Automatisch,1472,May/24,5
Aug/28,Zwart,Benzine,Ja,Volkswagen,3111,Polo,,85,28440,Autobedrijf,Automatisch,1101,Aug/24,5
May/28,Blauw,Benzine,,Volkswagen,13992,Taigo,,85,26900,Autobedrijf,Handgeschakeld,1144,May/24,5
Mar/28,Blauw,Benzine,,Volkswagen,17624,T-Cross,,85,27900,Autobedrijf,Automatisch,1196,Mar/24,4
May/28,Grijs,Benzine,,Volkswagen,12477,Taigo,,85,29950,Autobedrijf,Automatisch,1155,May/24,5
Aug/28,Zwart,Benzine,Ja,Volkswagen,3986,Polo,1,81,27200,Autobedrijf,Automatisch,1107,Aug/24,3
Jun/27,Zwart,Benzine,,Volkswagen,17672,up!,,48,15949,Autobedrijf,Handgeschakeld,891,Jun/23,1
Jan/27,Zwart,Benzine,,Volkswagen,19292,Golf,,81,26840,Autobedrijf,Handgeschakeld,1157,Jan/23,1
Aug/28,Zwart,Benzine,Ja,Volkswagen,4620,Polo,1,81,27200,Autobedrijf,Automatisch,1107,Aug/24,3
,Grijs,Benzine,,Volkswagen,9631,Tiguan,,110,44900,Autobedrijf,Automatisch,1516,Jun/24,5
,Blauw,Benzine,,Volkswagen,12562,T-Cross,1,85,31900,Autobedrijf,Automatisch,1163,Jun/24,5
,Grijs,Benzine,,Volkswagen,1561,Golf Variant,,81,32900,Autobedrijf,Automatisch,1260,Aug/24,0
Mar/28,Grijs,Benzine,Ja,Volkswagen,3140,T-Cross,,85,31950,Autobedrijf,Automatisch,1196,Mar/24,0
,Blauw,Benzine,Ja,Volkswagen,12649,T-Roc,,110,42950,Autobedrijf,Automatisch,1258,Aug/24,0
Jul/27,Grijs,Elektro/Benzine,Ja,Volkswagen,8976,T7 Multivan,2,160,59700,Autobedrijf,Automatisch,2094,Jul/23,0
Jun/27,Grijs,Benzine,,Volkswagen,14687,up!,,48,16249,Autobedrijf,Handgeschakeld,891,Jun/23,1
Jun/27,Zwart,Benzine,,Volkswagen,12782,up!,,48,16249,Autobedrijf,Handgeschakeld,891,Jun/23,1
May/28,Oranje,Stroom,,Volkswagen,7127,ID. Buzz,,150,52400,Autobedrijf,Automatisch,2359,May/24,0
,Grijs,Benzine,,Volkswagen,17948,Passat Variant,,110,37840,Autobedrijf,Automatisch,1472,Jun/24,5
Nieuw,Blauw,Benzine,,Volkswagen,14084,Polo,1,70,22950,Autobedrijf,Handgeschakeld,1069,Jun/24,5
Aug/27,Blauw,Benzine,,Volkswagen,17717,T-Roc,1,110,38850,Autobedrijf,Automatisch,1258,Aug/23,1
Jun/28,Grijs,Benzine,,Volkswagen,17700,Tiguan,,96,41880,Autobedrijf,Automatisch,1498,Jun/24,4
Nieuw,Rood,Benzine,Ja,Volkswagen,42967,Golf,,55,9950,Autobedrijf,Handgeschakeld,1115,May/00,5
May/28,Grijs,Elektro/Benzine,Ja,Volkswagen,18699,T7 Multivan,,160,59900,Autobedrijf,Automatisch,2065,May/24,5
Feb/28,Zwart,Benzine,,Volkswagen,14981,Tiguan,,110,47449,Autobedrijf,Automatisch,1439,Feb/24,1
Jun/27,Grijs,Benzine,Ja,Volkswagen,16959,T-Roc,,110,34995,Autobedrijf,Automatisch,1258,Jun/23,5
Apr/28,Zwart,Benzine,,Volkswagen,18212,T-Cross,1,85,27950,Autobedrijf,Automatisch,1196,Apr/24,0
,Wit,Benzine,Ja,Volkswagen,19987,Golf GTI,,221,40950,Autobedrijf,Automatisch,1351,Jun/22,3
Nieuw,Grijs,Benzine,Ja,Volkswagen,9552,Polo,,70,25950,Autobedrijf,Half/Semi-automaat,1099,Nov/23,0
,Zwart,Benzine,Ja,Volkswagen,8988,Taigo,,85,29950,Autobedrijf,Automatisch,1155,Jan/24,0
Sep/28,Grijs,Benzine,Ja,Volkswagen,11457,T-Cross,1,85,34440,Autobedrijf,Automatisch,1196,Sep/24,5
,Grijs,Benzine,Ja,Volkswagen,19922,T-Roc,,110,38950,Autobedrijf,Automatisch,1258,Jun/24,0
Jun/28,Zwart,Benzine,,Volkswagen,13914,Polo,,70,29880,Autobedrijf,Automatisch,1103,May/24,5
Nov/27,Zwart,Elektro/Benzine,,Volkswagen,15648,Tiguan,,180,47900,Autobedrijf,Automatisch,1716,Nov/23,5
Jan/29,Zwart,Stroom,,Volkswagen,4500,ID.7,,210,53800,Autobedrijf,Automatisch,2095,Jan/25,0
Apr/27,Blauw,Benzine,Ja,Volkswagen,11115,T-Cross,2,71,22995,Autobedrijf,Handgeschakeld,1155,Apr/23,5
Mar/28,Grijs,Benzine,,Volkswagen,11037,Polo,,71,23850,Autobedrijf,Handgeschakeld,1065,Mar/24,0
,Zwart,Elektro/Benzine,Ja,Volkswagen,10,Tiguan,,,62950,Autobedrijf,Automatisch,1790,Jan/25,5
Nieuw,Rood,Benzine,Ja,Volkswagen,17619,Taigo,,71,23745,Autobedrijf,Handgeschakeld,1117,Apr/24,5
Mar/28,Grijs,Benzine,,Volkswagen,9297,T-Cross,,85,31450,Autobedrijf,Automatisch,1196,Mar/24,1
Nieuw,Grijs,Benzine,Ja,Volkswagen,12076,T-Roc,,110,38950,Autobedrijf,Automatisch,1258,Jun/24,0
,Zwart,Benzine,Ja,Volkswagen,9778,T-Cross,,85,30950,Autobedrijf,Automatisch,1155,Jan/24,5
Nieuw,Wit,Stroom,Ja,Volkswagen,10742,Golf GTE,,200,44944,Autobedrijf,Automatisch,1570,Jul/24,0
May/28,Zwart,Benzine,Ja,Volkswagen,18821,T-Cross,2,85,28950,Autobedrijf,Automatisch,1196,May/24,5
Jul/28,Grijs,Benzine,,Volkswagen,9390,Taigo,,85,29840,Autobedrijf,Automatisch,1163,Jul/24,0
,Zwart,Elektro/Benzine,Ja,Volkswagen,7575,Passat Variant,,,46950,Autobedrijf,Automatisch,1749,Jan/24,0
Jul/28,Grijs,Benzine,,Volkswagen,16967,Tiguan,,96,41880,Autobedrijf,Automatisch,1498,Jul/24,4
Jan/28,Zwart,Benzine,,Volkswagen,11717,T-Roc,,110,39949,Autobedrijf,Automatisch,1258,Jan/24,0
,Groen,Benzine,,Volkswagen,6504,Tiguan,,96,44900,Autobedrijf,Automatisch,1498,Jun/24,1
Feb/27,Zilver,Benzine,Ja,Volkswagen,9098,T-Cross,2,71,24400,Autobedrijf,Handgeschakeld,1155,Feb/23,5
Oct/27,Wit,Benzine,,Volkswagen,14570,Polo,,70,23900,Autobedrijf,Handgeschakeld,1068,Oct/23,0
Nieuw,Grijs,Benzine,Ja,Volkswagen,18069,Taigo,,85,29440,Autobedrijf,Automatisch,1163,May/24,5
,Beige,Stroom,,Volkswagen,518,ID. Buzz,,210,66895,Autobedrijf,Automatisch,2536,Feb/25,0
Jan/27,Wit,Benzine,Ja,Volkswagen,17036,Polo GTI,,152,32950,Autobedrijf,Automatisch,1272,Jan/23,0
,Grijs,Benzine,,Volkswagen,17095,T-Cross,,85,30949,Autobedrijf,Automatisch,1155,May/24,1
Jan/28,Grijs,Benzine,Ja,Volkswagen,17285,Tiguan,2,110,44990,Autobedrijf,Automatisch,1446,Jan/24,5
,,Benzine,,Volkswagen,13412,Taigo,,70,23890,Autobedrijf,Handgeschakeld,1129,Jun/24,0
,Zwart,Benzine,,Volkswagen,550,Golf GTE,,60,49900,Autobedrijf,Automatisch,1568,Feb/25,0
Aug/28,Grijs,Elektro/Benzine,Ja,Volkswagen,9913,Golf,1,200,47900,Autobedrijf,Automatisch,1570,Aug/24,4
Aug/28,Groen,Elektro/Benzine,Ja,Volkswagen,3184,Passat Variant,,160,46400,Autobedrijf,Automatisch,1738,Aug/24,5
,Zwart,Benzine,,Volkswagen,13737,Golf,,110,40900,Autobedrijf,Automatisch,1267,Feb/24,0
Jun/28,Grijs,Benzine,,Volkswagen,13360,T-Roc,,110,39900,Autobedrijf,Automatisch,1258,Jun/24,0
,,Elektro/Benzine,,Volkswagen,1500,Caddy,,110,40895,Autobedrijf,Automatisch,1786,Jan/25,0
,Zwart,Stroom,,Volkswagen,201,Touareg,,340,98800,Autobedrijf,Automatisch,2381,Mar/25,5
Jan/28,Zwart,Benzine,Ja,Volkswagen,18507,Polo,,70,23940,Autobedrijf,Handgeschakeld,1065,Jan/24,1
Jun/28,Zwart,Benzine,Ja,Volkswagen,10573,T-Roc,1,85,36900,Autobedrijf,Handgeschakeld,1402,Jun/24,5
Feb/28,Zwart,Benzine,,Volkswagen,9758,Golf,,96,37900,Autobedrijf,Automatisch,1250,Feb/24,0
,Grijs,Benzine,,Volkswagen,14902,Taigo,,85,28950,Autobedrijf,Automatisch,1163,Aug/24,5
,Zwart,Benzine,,Volkswagen,875,Tiguan,,110,58950,Autobedrijf,Automatisch,1446,May/24,0
Nieuw,Zwart,Benzine,Ja,Volkswagen,17035,T-Cross,,70,25990,Autobedrijf,Handgeschakeld,1154,Apr/24,5
Apr/28,Rood,Benzine,,Volkswagen,9126,Tiguan,,110,52740,Autobedrijf,Automatisch,1516,Apr/24,4
,Zwart,Benzine,Ja,Volkswagen,9078,Tiguan,,110,51850,Autobedrijf,Automatisch,1516,Jun/24,0
,Grijs,Benzine,Ja,Volkswagen,3204,Tiguan,,110,51995,Autobedrijf,Automatisch,1516,Feb/25,0
Nieuw,Zwart,Benzine,,Volkswagen,10700,T-Roc,,110,35999,Autobedrijf,Automatisch,1258,Feb/24,5
Jun/28,Grijs,Benzine,Ja,Volkswagen,12852,Golf,1,110,41900,Autobedrijf,Automatisch,1276,Jun/24,3
,Zwart,Benzine,Ja,Volkswagen,12706,Tiguan,,110,54900,Autobedrijf,Automatisch,1516,Sep/24,0
,Grijs,Benzine,Ja,Volkswagen,6652,Tiguan Allspace,,140,57845,Autobedrijf,Automatisch,1640,Jan/24,0
Nieuw,Grijs,Benzine,Ja,Volkswagen,13666,Tiguan,,140,57900,Autobedrijf,Automatisch,1580,Jan/24,5
Feb/28,Zwart,Benzine,Ja,Volkswagen,16628,Tiguan,,110,47900,Autobedrijf,Automatisch,1439,Feb/24,5
Mar/26,Wit,Benzine,Ja,Volkswagen,18715,T-Roc,,110,38000,Autobedrijf,Automatisch,1255,Mar/22,0
,Zwart,Benzine,,Volkswagen,5900,Tiguan,,110,55950,Autobedrijf,Automatisch,1516,May/24,0
,Zwart,Benzine,Ja,Volkswagen,19149,T-Cross,,85,30950,Autobedrijf,Automatisch,1155,Aug/24,5
Nieuw,Wit,Benzine,Ja,Volkswagen,15567,up!,,48,17750,Autobedrijf,Handgeschakeld,891,Jun/22,5
,Grijs,Benzine,,Volkswagen,9365,Taigo,,81,30840,Autobedrijf,Automatisch,1155,May/24,5
,Zwart,Benzine,Ja,Volkswagen,1500,Golf,1,85,33995,Autobedrijf,Handgeschakeld,1207,Dec/24,1
,Zwart,Benzine,,Volkswagen,19998,T-Roc,,110,35650,Autobedrijf,Automatisch,1258,Nov/23,5
,Grijs,Elektro/Benzine,Ja,Volkswagen,4021,Golf,,150,37740,Autobedrijf,Automatisch,1492,Apr/24,5
